"Notes"	"State of Residence"	"State of Residence Code"	"Year"	"Year Code"	"Age of Mother 9"	"Age of Mother 9 Code"	"Births"	"Female Population"	"Fertility Rate"
	"New Jersey"	"34"	"2017"	"2017"	"25-29 years"	"25-29"	25692	286968	89.53
	"New Jersey"	"34"	"2017"	"2017"	"30-34 years"	"30-34"	34451	289914	118.83
	"New Jersey"	"34"	"2017"	"2017"	"35-39 years"	"35-39"	19972	296057	67.46
	"New Jersey"	"34"	"2017"	"2017"	"40-44 years"	"40-44"	4487	286288	15.67
	"New Jersey"	"34"	"2017"	"2017"	"45-49 years"	"45-49"	365	Not Available	Not Available
	"New Jersey"	"34"	"2017"	"2017"	"50 years and over"	"50+"	38	Not Available	Not Available
	"New Jersey"	"34"	"2018"	"2018"	"Under 15 years"	"15"	26	Not Available	Not Available
	"New Jersey"	"34"	"2018"	"2018"	"15-19 years"	"15-19"	2814	271905	10.35
	"New Jersey"	"34"	"2018"	"2018"	"20-24 years"	"20-24"	12890	271112	47.54
	"New Jersey"	"34"	"2018"	"2018"	"25-29 years"	"25-29"	24891	284720	87.42
	"New Jersey"	"34"	"2018"	"2018"	"30-34 years"	"30-34"	34729	283159	122.65
	"New Jersey"	"34"	"2018"	"2018"	"35-39 years"	"35-39"	20790	292422	71.10
	"New Jersey"	"34"	"2018"	"2018"	"40-44 years"	"40-44"	4682	281525	16.63
	"New Jersey"	"34"	"2018"	"2018"	"45-49 years"	"45-49"	356	Not Available	Not Available
	"New Jersey"	"34"	"2018"	"2018"	"50 years and over"	"50+"	45	Not Available	Not Available
	"New Jersey"	"34"	"2019"	"2019"	"Under 15 years"	"15"	28	Not Available	Not Available
	"New Jersey"	"34"	"2019"	"2019"	"15-19 years"	"15-19"	2697	269310	10.01
	"New Jersey"	"34"	"2019"	"2019"	"20-24 years"	"20-24"	12232	266233	45.94
	"New Jersey"	"34"	"2019"	"2019"	"25-29 years"	"25-29"	24291	283706	85.62
	"New Jersey"	"34"	"2019"	"2019"	"30-34 years"	"30-34"	34872	282221	123.56
	"New Jersey"	"34"	"2019"	"2019"	"35-39 years"	"35-39"	20413	290920	70.17
	"New Jersey"	"34"	"2019"	"2019"	"40-44 years"	"40-44"	4673	281701	16.59
	"New Jersey"	"34"	"2019"	"2019"	"45-49 years"	"45-49"	342	Not Available	Not Available
	"New Jersey"	"34"	"2019"	"2019"	"50 years and over"	"50+"	37	Not Available	Not Available
	"New Jersey"	"34"	"2020"	"2020"	"Under 15 years"	"15"	32	Not Available	Not Available
	"New Jersey"	"34"	"2020"	"2020"	"15-19 years"	"15-19"	2450	266898	9.18
	"New Jersey"	"34"	"2020"	"2020"	"20-24 years"	"20-24"	11799	263844	44.72
	"New Jersey"	"34"	"2020"	"2020"	"25-29 years"	"25-29"	22876	281696	81.21
	"New Jersey"	"34"	"2020"	"2020"	"30-34 years"	"30-34"	34683	285514	121.48
	"New Jersey"	"34"	"2020"	"2020"	"35-39 years"	"35-39"	20852	289705	71.98
	"New Jersey"	"34"	"2020"	"2020"	"40-44 years"	"40-44"	4859	283908	17.11
	"New Jersey"	"34"	"2020"	"2020"	"45-49 years"	"45-49"	365	Not Available	Not Available
	"New Jersey"	"34"	"2020"	"2020"	"50 years and over"	"50+"	38	Not Available	Not Available
	"New Jersey"	"34"	"2021"	"2021"	"Under 15 years"	"15"	36	Not Available	Not Available
	"New Jersey"	"34"	"2021"	"2021"	"15-19 years"	"15-19"	2253	283501	7.95
	"New Jersey"	"34"	"2021"	"2021"	"20-24 years"	"20-24"	11588	272358	42.55
	"New Jersey"	"34"	"2021"	"2021"	"25-29 years"	"25-29"	22938	287683	79.73
	"New Jersey"	"34"	"2021"	"2021"	"30-34 years"	"30-34"	36739	299596	122.63
	"New Jersey"	"34"	"2021"	"2021"	"35-39 years"	"35-39"	22427	304732	73.60
	"New Jersey"	"34"	"2021"	"2021"	"40-44 years"	"40-44"	5130	301133	17.04
	"New Jersey"	"34"	"2021"	"2021"	"45-49 years"	"45-49"	340	Not Available	Not Available
	"New Jersey"	"34"	"2021"	"2021"	"50 years and over"	"50+"	46	Not Available	Not Available
	"New Jersey"	"34"	"2022"	"2022"	"Under 15 years"	"15"	30	Not Available	Not Available
	"New Jersey"	"34"	"2022"	"2022"	"15-19 years"	"15-19"	2288	280266	8.16
	"New Jersey"	"34"	"2022"	"2022"	"20-24 years"	"20-24"	11746	283758	41.39
	"New Jersey"	"34"	"2022"	"2022"	"25-29 years"	"25-29"	22780	283805	80.27
	"New Jersey"	"34"	"2022"	"2022"	"30-34 years"	"30-34"	36936	300974	122.72
	"New Jersey"	"34"	"2022"	"2022"	"35-39 years"	"35-39"	23408	302566	77.36
	"New Jersey"	"34"	"2022"	"2022"	"40-44 years"	"40-44"	5248	301531	17.40
	"New Jersey"	"34"	"2022"	"2022"	"45-49 years"	"45-49"	398	Not Available	Not Available
	"New Jersey"	"34"	"2022"	"2022"	"50 years and over"	"50+"	59	Not Available	Not Available
	"New Mexico"	"35"	"2016"	"2016"	"Under 15 years"	"15"	20	Not Available	Not Available
	"New Mexico"	"35"	"2016"	"2016"	"15-19 years"	"15-19"	2019	67667	29.84
	"New Mexico"	"35"	"2016"	"2016"	"20-24 years"	"20-24"	6527	69488	93.93
	"New Mexico"	"35"	"2016"	"2016"	"25-29 years"	"25-29"	7353	68740	106.97
	"New Mexico"	"35"	"2016"	"2016"	"30-34 years"	"30-34"	5632	67094	83.94
	"New Mexico"	"35"	"2016"	"2016"	"35-39 years"	"35-39"	2580	62620	41.20
	"New Mexico"	"35"	"2016"	"2016"	"40-44 years"	"40-44"	530	58391	9.08
	"New Mexico"	"35"	"2016"	"2016"	"45-49 years"	"45-49"	30	Not Available	Not Available
	"New Mexico"	"35"	"2017"	"2017"	"Under 15 years"	"15"	17	Not Available	Not Available
	"New Mexico"	"35"	"2017"	"2017"	"15-19 years"	"15-19"	1896	67846	27.95
	"New Mexico"	"35"	"2017"	"2017"	"20-24 years"	"20-24"	6054	68840	87.94
	"New Mexico"	"35"	"2017"	"2017"	"25-29 years"	"25-29"	7213	69164	104.29
	"New Mexico"	"35"	"2017"	"2017"	"30-34 years"	"30-34"	5406	67047	80.63
	"New Mexico"	"35"	"2017"	"2017"	"35-39 years"	"35-39"	2624	64175	40.89
	"New Mexico"	"35"	"2017"	"2017"	"40-44 years"	"40-44"	519	58214	8.92
	"New Mexico"	"35"	"2017"	"2017"	"45-49 years"	"45-49"	38	Not Available	Not Available
	"New Mexico"	"35"	"2018"	"2018"	"Under 15 years"	"15"	19	Not Available	Not Available
	"New Mexico"	"35"	"2018"	"2018"	"15-19 years"	"15-19"	1724	68125	25.31
	"New Mexico"	"35"	"2018"	"2018"	"20-24 years"	"20-24"	5641	67746	83.27
	"New Mexico"	"35"	"2018"	"2018"	"25-29 years"	"25-29"	7064	69943	101.00
	"New Mexico"	"35"	"2018"	"2018"	"30-34 years"	"30-34"	5381	67134	80.15
	"New Mexico"	"35"	"2018"	"2018"	"35-39 years"	"35-39"	2653	65712	40.37
	"New Mexico"	"35"	"2018"	"2018"	"40-44 years"	"40-44"	528	58819	8.98
	"New Mexico"	"35"	"2018"	"2018"	"45-49 years"	"45-49"	28	Not Available	Not Available
	"New Mexico"	"35"	"2019"	"2019"	"Under 15 years"	"15"	20	Not Available	Not Available
	"New Mexico"	"35"	"2019"	"2019"	"15-19 years"	"15-19"	1659	67901	24.43
	"New Mexico"	"35"	"2019"	"2019"	"20-24 years"	"20-24"	5513	67132	82.12
	"New Mexico"	"35"	"2019"	"2019"	"25-29 years"	"25-29"	6983	69896	99.91
	"New Mexico"	"35"	"2019"	"2019"	"30-34 years"	"30-34"	5566	67175	82.86
	"New Mexico"	"35"	"2019"	"2019"	"35-39 years"	"35-39"	2656	66736	39.80
	"New Mexico"	"35"	"2019"	"2019"	"40-44 years"	"40-44"	526	59632	8.82
	"New Mexico"	"35"	"2019"	"2019"	"45-49 years"	"45-49"	32	Not Available	Not Available
	"New Mexico"	"35"	"2020"	"2020"	"Under 15 years"	"15"	11	Not Available	Not Available
	"New Mexico"	"35"	"2020"	"2020"	"15-19 years"	"15-19"	1485	67778	21.91
	"New Mexico"	"35"	"2020"	"2020"	"20-24 years"	"20-24"	5330	67674	78.76
	"New Mexico"	"35"	"2020"	"2020"	"25-29 years"	"25-29"	6609	69273	95.41
	"New Mexico"	"35"	"2020"	"2020"	"30-34 years"	"30-34"	5290	67950	77.85
	"New Mexico"	"35"	"2020"	"2020"	"35-39 years"	"35-39"	2604	67486	38.59
	"New Mexico"	"35"	"2020"	"2020"	"40-44 years"	"40-44"	545	60894	8.95
	"New Mexico"	"35"	"2020"	"2020"	"45-49 years"	"45-49"	28	Not Available	Not Available
	"New Mexico"	"35"	"2021"	"2021"	"Under 15 years"	"15"	15	Not Available	Not Available
	"New Mexico"	"35"	"2021"	"2021"	"15-19 years"	"15-19"	1324	69570	19.03
	"New Mexico"	"35"	"2021"	"2021"	"20-24 years"	"20-24"	5027	67805	74.14
	"New Mexico"	"35"	"2021"	"2021"	"25-29 years"	"25-29"	6368	67178	94.79
	"New Mexico"	"35"	"2021"	"2021"	"30-34 years"	"30-34"	5276	68807	76.68
	"New Mexico"	"35"	"2021"	"2021"	"35-39 years"	"35-39"	2794	68299	40.91
	"New Mexico"	"35"	"2021"	"2021"	"40-44 years"	"40-44"	553	63030	8.77
	"New Mexico"	"35"	"2021"	"2021"	"45-49 years"	"45-49"	32	Not Available	Not Available
	"New Mexico"	"35"	"2022"	"2022"	"Under 15 years"	"15"	19	Not Available	Not Available
	"New Mexico"	"35"	"2022"	"2022"	"15-19 years"	"15-19"	1372	69709	19.68
	"New Mexico"	"35"	"2022"	"2022"	"20-24 years"	"20-24"	5084	71693	70.91
	"New Mexico"	"35"	"2022"	"2022"	"25-29 years"	"25-29"	6336	65561	96.64
	"New Mexico"	"35"	"2022"	"2022"	"30-34 years"	"30-34"	5462	68567	79.66
	"New Mexico"	"35"	"2022"	"2022"	"35-39 years"	"35-39"	2714	67587	40.16
	"New Mexico"	"35"	"2022"	"2022"	"40-44 years"	"40-44"	579	63900	9.06
	"New Mexico"	"35"	"2022"	"2022"	"45-49 years"	"45-49"	46	Not Available	Not Available
	"New York"	"36"	"2016"	"2016"	"Under 15 years"	"15"	86	Not Available	Not Available
	"New York"	"36"	"2016"	"2016"	"15-19 years"	"15-19"	8003	607309	13.18
	"New York"	"36"	"2016"	"2016"	"20-24 years"	"20-24"	37668	694609	54.23
	"New York"	"36"	"2016"	"2016"	"25-29 years"	"25-29"	62540	750665	83.31
	"New York"	"36"	"2016"	"2016"	"30-34 years"	"30-34"	72304	695921	103.90
	"New York"	"36"	"2016"	"2016"	"35-39 years"	"35-39"	42620	645390	66.04
	"New York"	"36"	"2016"	"2016"	"40-44 years"	"40-44"	10097	607148	16.63
	"New York"	"36"	"2016"	"2016"	"45-49 years"	"45-49"	890	Not Available	Not Available
	"New York"	"36"	"2016"	"2016"	"50 years and over"	"50+"	75	Not Available	Not Available
	"New York"	"36"	"2017"	"2017"	"Under 15 years"	"15"	68	Not Available	Not Available
	"New York"	"36"	"2017"	"2017"	"15-19 years"	"15-19"	7480	600098	12.46
	"New York"	"36"	"2017"	"2017"	"20-24 years"	"20-24"	35621	680026	52.38
	"New York"	"36"	"2017"	"2017"	"25-29 years"	"25-29"	60250	762735	78.99
	"New York"	"36"	"2017"	"2017"	"30-34 years"	"30-34"	71422	706031	101.16
	"New York"	"36"	"2017"	"2017"	"35-39 years"	"35-39"	43444	650645	66.77
	"New York"	"36"	"2017"	"2017"	"40-44 years"	"40-44"	10423	601518	17.33
	"New York"	"36"	"2017"	"2017"	"45-49 years"	"45-49"	912	Not Available	Not Available
	"New York"	"36"	"2017"	"2017"	"50 years and over"	"50+"	117	Not Available	Not Available
	"New York"	"36"	"2018"	"2018"	"Under 15 years"	"15"	57	Not Available	Not Available
	"New York"	"36"	"2018"	"2018"	"15-19 years"	"15-19"	6847	584413	11.72
	"New York"	"36"	"2018"	"2018"	"20-24 years"	"20-24"	33960	650906	52.17
	"New York"	"36"	"2018"	"2018"	"25-29 years"	"25-29"	57989	741095	78.25
	"New York"	"36"	"2018"	"2018"	"30-34 years"	"30-34"	71637	696226	102.89
	"New York"	"36"	"2018"	"2018"	"35-39 years"	"35-39"	43986	643336	68.37
	"New York"	"36"	"2018"	"2018"	"40-44 years"	"40-44"	10700	590141	18.13
	"New York"	"36"	"2018"	"2018"	"45-49 years"	"45-49"	939	Not Available	Not Available
	"New York"	"36"	"2018"	"2018"	"50 years and over"	"50+"	123	Not Available	Not Available
	"New York"	"36"	"2019"	"2019"	"Under 15 years"	"15"	58	Not Available	Not Available
	"New York"	"36"	"2019"	"2019"	"15-19 years"	"15-19"	6606	577660	11.44
	"New York"	"36"	"2019"	"2019"	"20-24 years"	"20-24"	32642	635630	51.35
	"New York"	"36"	"2019"	"2019"	"25-29 years"	"25-29"	56050	731653	76.61
	"New York"	"36"	"2019"	"2019"	"30-34 years"	"30-34"	70606	699055	101.00
	"New York"	"36"	"2019"	"2019"	"35-39 years"	"35-39"	43756	641014	68.26
	"New York"	"36"	"2019"	"2019"	"40-44 years"	"40-44"	10776	589775	18.27
	"New York"	"36"	"2019"	"2019"	"45-49 years"	"45-49"	912	Not Available	Not Available
	"New York"	"36"	"2019"	"2019"	"50 years and over"	"50+"	133	Not Available	Not Available
	"New York"	"36"	"2020"	"2020"	"Under 15 years"	"15"	77	Not Available	Not Available
	"New York"	"36"	"2020"	"2020"	"15-19 years"	"15-19"	5681	566924	10.02
	"New York"	"36"	"2020"	"2020"	"20-24 years"	"20-24"	30456	623031	48.88
	"New York"	"36"	"2020"	"2020"	"25-29 years"	"25-29"	51709	714677	72.35
	"New York"	"36"	"2020"	"2020"	"30-34 years"	"30-34"	68063	701250	97.06
	"New York"	"36"	"2020"	"2020"	"35-39 years"	"35-39"	41970	638798	65.70
	"New York"	"36"	"2020"	"2020"	"40-44 years"	"40-44"	10397	591093	17.59
	"New York"	"36"	"2020"	"2020"	"45-49 years"	"45-49"	861	Not Available	Not Available
	"New York"	"36"	"2020"	"2020"	"50 years and over"	"50+"	124	Not Available	Not Available
	"New York"	"36"	"2021"	"2021"	"Under 15 years"	"15"	60	Not Available	Not Available
	"New York"	"36"	"2021"	"2021"	"15-19 years"	"15-19"	5373	592626	9.07
	"New York"	"36"	"2021"	"2021"	"20-24 years"	"20-24"	29078	622516	46.71
	"New York"	"36"	"2021"	"2021"	"25-29 years"	"25-29"	50490	693194	72.84
	"New York"	"36"	"2021"	"2021"	"30-34 years"	"30-34"	70042	711947	98.38
	"New York"	"36"	"2021"	"2021"	"35-39 years"	"35-39"	43875	660282	66.45
	"New York"	"36"	"2021"	"2021"	"40-44 years"	"40-44"	10816	617460	17.52
	"New York"	"36"	"2021"	"2021"	"45-49 years"	"45-49"	877	Not Available	Not Available
	"New York"	"36"	"2021"	"2021"	"50 years and over"	"50+"	131	Not Available	Not Available
	"New York"	"36"	"2022"	"2022"	"Under 15 years"	"15"	69	Not Available	Not Available
	"New York"	"36"	"2022"	"2022"	"15-19 years"	"15-19"	5031	585508	8.59
	"New York"	"36"	"2022"	"2022"	"20-24 years"	"20-24"	28923	651974	44.36
	"New York"	"36"	"2022"	"2022"	"25-29 years"	"25-29"	49064	678632	72.30
	"New York"	"36"	"2022"	"2022"	"30-34 years"	"30-34"	67687	700481	96.63
	"New York"	"36"	"2022"	"2022"	"35-39 years"	"35-39"	44351	650617	68.17
	"New York"	"36"	"2022"	"2022"	"40-44 years"	"40-44"	11563	612670	18.87
	"New York"	"36"	"2022"	"2022"	"45-49 years"	"45-49"	939	Not Available	Not Available
	"New York"	"36"	"2022"	"2022"	"50 years and over"	"50+"	147	Not Available	Not Available
	"North Carolina"	"37"	"2016"	"2016"	"Under 15 years"	"15"	73	Not Available	Not Available
	"North Carolina"	"37"	"2016"	"2016"	"15-19 years"	"15-19"	7190	329556	21.82
	"North Carolina"	"37"	"2016"	"2016"	"20-24 years"	"20-24"	26962	337604	79.86
	"North Carolina"	"37"	"2016"	"2016"	"25-29 years"	"25-29"	36004	346383	103.94
	"North Carolina"	"37"	"2016"	"2016"	"30-34 years"	"30-34"	31992	329330	97.14
	"North Carolina"	"37"	"2016"	"2016"	"35-39 years"	"35-39"	15292	329442	46.42
	"North Carolina"	"37"	"2016"	"2016"	"40-44 years"	"40-44"	3063	330249	9.27
	"North Carolina"	"37"	"2016"	"2016"	"45-49 years"	"45-49"	193	Not Available	Not Available
	"North Carolina"	"37"	"2016"	"2016"	"50 years and over"	"50+"	10	Not Available	Not Available
	"North Carolina"	"37"	"2017"	"2017"	"Under 15 years"	"15"	79	Not Available	Not Available
	"North Carolina"	"37"	"2017"	"2017"	"15-19 years"	"15-19"	6845	331778	20.63
	"North Carolina"	"37"	"2017"	"2017"	"20-24 years"	"20-24"	26678	334435	79.77
	"North Carolina"	"37"	"2017"	"2017"	"25-29 years"	"25-29"	35744	357172	100.08
	"North Carolina"	"37"	"2017"	"2017"	"30-34 years"	"30-34"	31699	332287	95.40
	"North Carolina"	"37"	"2017"	"2017"	"35-39 years"	"35-39"	15627	334237	46.75
	"North Carolina"	"37"	"2017"	"2017"	"40-44 years"	"40-44"	3233	326748	9.89
	"North Carolina"	"37"	"2017"	"2017"	"45-49 years"	"45-49"	204	Not Available	Not Available
	"North Carolina"	"37"	"2017"	"2017"	"50 years and over"	"50+"	16	Not Available	Not Available
	"North Carolina"	"37"	"2018"	"2018"	"Under 15 years"	"15"	73	Not Available	Not Available
	"North Carolina"	"37"	"2018"	"2018"	"15-19 years"	"15-19"	6303	336190	18.75
	"North Carolina"	"37"	"2018"	"2018"	"20-24 years"	"20-24"	25296	336674	75.13
	"North Carolina"	"37"	"2018"	"2018"	"25-29 years"	"25-29"	35424	361963	97.87
	"North Carolina"	"37"	"2018"	"2018"	"30-34 years"	"30-34"	32586	337727	96.49
	"North Carolina"	"37"	"2018"	"2018"	"35-39 years"	"35-39"	15898	337622	47.09
	"North Carolina"	"37"	"2018"	"2018"	"40-44 years"	"40-44"	3156	327149	9.65
	"North Carolina"	"37"	"2018"	"2018"	"45-49 years"	"45-49"	203	Not Available	Not Available
	"North Carolina"	"37"	"2018"	"2018"	"50 years and over"	"50+"	15	Not Available	Not Available
	"North Carolina"	"37"	"2019"	"2019"	"Under 15 years"	"15"	84	Not Available	Not Available
	"North Carolina"	"37"	"2019"	"2019"	"15-19 years"	"15-19"	6168	338155	18.24
	"North Carolina"	"37"	"2019"	"2019"	"20-24 years"	"20-24"	25123	338141	74.30
	"North Carolina"	"37"	"2019"	"2019"	"25-29 years"	"25-29"	35059	363173	96.54
	"North Carolina"	"37"	"2019"	"2019"	"30-34 years"	"30-34"	32642	347155	94.03
	"North Carolina"	"37"	"2019"	"2019"	"35-39 years"	"35-39"	16233	339183	47.86
	"North Carolina"	"37"	"2019"	"2019"	"40-44 years"	"40-44"	3240	329949	9.82
	"North Carolina"	"37"	"2019"	"2019"	"45-49 years"	"45-49"	161	Not Available	Not Available
	"North Carolina"	"37"	"2019"	"2019"	"50 years and over"	"50+"	15	Not Available	Not Available
	"North Carolina"	"37"	"2020"	"2020"	"Under 15 years"	"15"	61	Not Available	Not Available
	"North Carolina"	"37"	"2020"	"2020"	"15-19 years"	"15-19"	5841	338541	17.25
	"North Carolina"	"37"	"2020"	"2020"	"20-24 years"	"20-24"	23896	341878	69.90
	"North Carolina"	"37"	"2020"	"2020"	"25-29 years"	"25-29"	34050	362123	94.03
	"North Carolina"	"37"	"2020"	"2020"	"30-34 years"	"30-34"	33039	358204	92.24
	"North Carolina"	"37"	"2020"	"2020"	"35-39 years"	"35-39"	16089	341085	47.17
	"North Carolina"	"37"	"2020"	"2020"	"40-44 years"	"40-44"	3525	334967	10.52
	"North Carolina"	"37"	"2020"	"2020"	"45-49 years"	"45-49"	213	Not Available	Not Available
	"North Carolina"	"37"	"2020"	"2020"	"50 years and over"	"50+"	16	Not Available	Not Available
	"North Carolina"	"37"	"2021"	"2021"	"Under 15 years"	"15"	68	Not Available	Not Available
	"North Carolina"	"37"	"2021"	"2021"	"15-19 years"	"15-19"	5474	342077	16.00
	"North Carolina"	"37"	"2021"	"2021"	"20-24 years"	"20-24"	23730	340552	69.68
	"North Carolina"	"37"	"2021"	"2021"	"25-29 years"	"25-29"	34483	349349	98.71
	"North Carolina"	"37"	"2021"	"2021"	"30-34 years"	"30-34"	35510	362120	98.06
	"North Carolina"	"37"	"2021"	"2021"	"35-39 years"	"35-39"	17401	341519	50.95
	"North Carolina"	"37"	"2021"	"2021"	"40-44 years"	"40-44"	3566	337811	10.56
	"North Carolina"	"37"	"2021"	"2021"	"45-49 years"	"45-49"	221	Not Available	Not Available
	"North Carolina"	"37"	"2021"	"2021"	"50 years and over"	"50+"	13	Not Available	Not Available
	"North Carolina"	"37"	"2022"	"2022"	"Under 15 years"	"15"	67	Not Available	Not Available
	"North Carolina"	"37"	"2022"	"2022"	"15-19 years"	"15-19"	5167	344930	14.98
	"North Carolina"	"37"	"2022"	"2022"	"20-24 years"	"20-24"	23485	363203	64.66
	"North Carolina"	"37"	"2022"	"2022"	"25-29 years"	"25-29"	34632	348016	99.51
	"North Carolina"	"37"	"2022"	"2022"	"30-34 years"	"30-34"	36216	369703	97.96
	"North Carolina"	"37"	"2022"	"2022"	"35-39 years"	"35-39"	17829	344279	51.79
	"North Carolina"	"37"	"2022"	"2022"	"40-44 years"	"40-44"	3875	340242	11.39
	"North Carolina"	"37"	"2022"	"2022"	"45-49 years"	"45-49"	263	Not Available	Not Available
	"North Carolina"	"37"	"2022"	"2022"	"50 years and over"	"50+"	28	Not Available	Not Available
	"North Dakota"	"38"	"2016"	"2016"	"15-19 years"	"15-19"	469	23107	20.30
	"North Dakota"	"38"	"2016"	"2016"	"20-24 years"	"20-24"	2322	31862	72.88
	"North Dakota"	"38"	"2016"	"2016"	"25-29 years"	"25-29"	4063	26757	151.85
	"North Dakota"	"38"	"2016"	"2016"	"30-34 years"	"30-34"	3163	25213	125.45
	"North Dakota"	"38"	"2016"	"2016"	"35-39 years"	"35-39"	1127	21788	51.73
	"North Dakota"	"38"	"2016"	"2016"	"40-44 years"	"40-44"	220	18597	11.83
	"North Dakota"	"38"	"2016"	"2016"	"45-49 years"	"45-49"	16	Not Available	Not Available
	"North Dakota"	"38"	"2017"	"2017"	"15-19 years"	"15-19"	368	22705	16.21
	"North Dakota"	"38"	"2017"	"2017"	"20-24 years"	"20-24"	2088	30303	68.90
	"North Dakota"	"38"	"2017"	"2017"	"25-29 years"	"25-29"	3801	27373	138.86
	"North Dakota"	"38"	"2017"	"2017"	"30-34 years"	"30-34"	3110	24578	126.54
	"North Dakota"	"38"	"2017"	"2017"	"35-39 years"	"35-39"	1158	22682	51.05
	"North Dakota"	"38"	"2017"	"2017"	"40-44 years"	"40-44"	199	18641	10.68
	"North Dakota"	"38"	"2017"	"2017"	"45-49 years"	"45-49"	10	Not Available	Not Available
	"North Dakota"	"38"	"2018"	"2018"	"15-19 years"	"15-19"	372	22718	16.37
	"North Dakota"	"38"	"2018"	"2018"	"20-24 years"	"20-24"	2031	29910	67.90
	"North Dakota"	"38"	"2018"	"2018"	"25-29 years"	"25-29"	3742	27913	134.06
	"North Dakota"	"38"	"2018"	"2018"	"30-34 years"	"30-34"	3076	24464	125.74
	"North Dakota"	"38"	"2018"	"2018"	"35-39 years"	"35-39"	1216	23352	52.07
	"North Dakota"	"38"	"2018"	"2018"	"40-44 years"	"40-44"	182	19034	9.56
	"North Dakota"	"38"	"2018"	"2018"	"45-49 years"	"45-49"	10	Not Available	Not Available
	"North Dakota"	"38"	"2019"	"2019"	"15-19 years"	"15-19"	355	22784	15.58
	"North Dakota"	"38"	"2019"	"2019"	"20-24 years"	"20-24"	1929	29403	65.61
	"North Dakota"	"38"	"2019"	"2019"	"25-29 years"	"25-29"	3562	27729	128.46
	"North Dakota"	"38"	"2019"	"2019"	"30-34 years"	"30-34"	3148	24814	126.86
	"North Dakota"	"38"	"2019"	"2019"	"35-39 years"	"35-39"	1246	23770	52.42
	"North Dakota"	"38"	"2019"	"2019"	"40-44 years"	"40-44"	202	19653	10.28
	"North Dakota"	"38"	"2019"	"2019"	"45-49 years"	"45-49"	11	Not Available	Not Available
	"North Dakota"	"38"	"2020"	"2020"	"15-19 years"	"15-19"	319	23203	13.75
	"North Dakota"	"38"	"2020"	"2020"	"20-24 years"	"20-24"	1789	29283	61.09
	"North Dakota"	"38"	"2020"	"2020"	"25-29 years"	"25-29"	3413	27033	126.25
	"North Dakota"	"38"	"2020"	"2020"	"30-34 years"	"30-34"	3071	25236	121.69
	"North Dakota"	"38"	"2020"	"2020"	"35-39 years"	"35-39"	1247	24224	51.48
	"North Dakota"	"38"	"2020"	"2020"	"40-44 years"	"40-44"	197	20243	9.73
	"North Dakota"	"38"	"2020"	"2020"	"45-49 years"	"45-49"	13	Not Available	Not Available
	"North Dakota"	"38"	"2021"	"2021"	"15-19 years"	"15-19"	317	24554	12.91
	"North Dakota"	"38"	"2021"	"2021"	"20-24 years"	"20-24"	1713	29108	58.85
	"North Dakota"	"38"	"2021"	"2021"	"25-29 years"	"25-29"	3415	26106	130.81
	"North Dakota"	"38"	"2021"	"2021"	"30-34 years"	"30-34"	3175	25701	123.54
	"North Dakota"	"38"	"2021"	"2021"	"35-39 years"	"35-39"	1259	24785	50.80
	"North Dakota"	"38"	"2021"	"2021"	"40-44 years"	"40-44"	216	21456	10.07
	"North Dakota"	"38"	"2021"	"2021"	"45-49 years"	"45-49"	13	Not Available	Not Available
	"North Dakota"	"38"	"2022"	"2022"	"15-19 years"	"15-19"	305	25978	11.74
	"North Dakota"	"38"	"2022"	"2022"	"20-24 years"	"20-24"	1617	30745	52.59
	"North Dakota"	"38"	"2022"	"2022"	"25-29 years"	"25-29"	3107	25300	122.81
	"North Dakota"	"38"	"2022"	"2022"	"30-34 years"	"30-34"	3070	25782	119.08
	"North Dakota"	"38"	"2022"	"2022"	"35-39 years"	"35-39"	1225	24355	50.30
	"North Dakota"	"38"	"2022"	"2022"	"40-44 years"	"40-44"	233	22025	10.58
	"Ohio"	"39"	"2016"	"2016"	"Under 15 years"	"15"	90	Not Available	Not Available
	"Ohio"	"39"	"2016"	"2016"	"15-19 years"	"15-19"	8151	374550	21.76
	"Ohio"	"39"	"2016"	"2016"	"20-24 years"	"20-24"	31274	378573	82.61
	"Ohio"	"39"	"2016"	"2016"	"25-29 years"	"25-29"	42860	386944	110.77
	"Ohio"	"39"	"2016"	"2016"	"30-34 years"	"30-34"	37147	362987	102.34
	"Ohio"	"39"	"2016"	"2016"	"35-39 years"	"35-39"	15616	352927	44.25
	"Ohio"	"39"	"2016"	"2016"	"40-44 years"	"40-44"	2760	341341	8.09
	"Ohio"	"39"	"2016"	"2016"	"45-49 years"	"45-49"	173	Not Available	Not Available
	"Ohio"	"39"	"2016"	"2016"	"50 years and over"	"50+"	14	Not Available	Not Available
	"Ohio"	"39"	"2017"	"2017"	"Under 15 years"	"15"	79	Not Available	Not Available
	"Ohio"	"39"	"2017"	"2017"	"15-19 years"	"15-19"	7788	374594	20.79
	"Ohio"	"39"	"2017"	"2017"	"20-24 years"	"20-24"	30509	376337	81.07
	"Ohio"	"39"	"2017"	"2017"	"25-29 years"	"25-29"	42299	394315	107.27
	"Ohio"	"39"	"2017"	"2017"	"30-34 years"	"30-34"	37329	363259	102.76
	"Ohio"	"39"	"2017"	"2017"	"35-39 years"	"35-39"	15898	358962	44.29
	"Ohio"	"39"	"2017"	"2017"	"40-44 years"	"40-44"	2750	335818	8.19
