"Notes"	"State of Residence"	"State of Residence Code"	"Age of Mother 10"	"Age of Mother 10 Code"	"Year"	"Year Code"	"Mother's Education"	"Mother's Education ""Code"	"Births"""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2016"	"2016"	"Some college credit, but not a ""degree"	"4"	2961""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2016"	"2016"	"Associate degree (AA, ""AS)"	"5"	1812""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2016"	"2016"	"Bachelor's degree (BA, AB, ""BS)"	"6"	2079""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2016"	"2016"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	640""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2016"	"2016"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	119""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2016"	"2016"	"Unknown or Not ""Stated"	"Unk"	15""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2017"	"2017"	"8th grade or ""less"	"1"	223""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2017"	"2017"	"9th through 12th grade with no ""diploma"	"2"	914""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2017"	"2017"	"High school graduate or GED ""completed"	"3"	2984""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2017"	"2017"	"Some college credit, but not a ""degree"	"4"	2969""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2017"	"2017"	"Associate degree (AA, ""AS)"	"5"	1863""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2017"	"2017"	"Bachelor's degree (BA, AB, ""BS)"	"6"	2038""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2017"	"2017"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	677""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2017"	"2017"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	123""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2017"	"2017"	"Unknown or Not ""Stated"	"Unk"	22""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2018"	"2018"	"8th grade or ""less"	"1"	188""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2018"	"2018"	"9th through 12th grade with no ""diploma"	"2"	889""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2018"	"2018"	"High school graduate or GED ""completed"	"3"	3230""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2018"	"2018"	"Some college credit, but not a ""degree"	"4"	2994""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2018"	"2018"	"Associate degree (AA, ""AS)"	"5"	1875""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2018"	"2018"	"Bachelor's degree (BA, AB, ""BS)"	"6"	2021""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2018"	"2018"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	635""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2018"	"2018"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	110""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2018"	"2018"	"Unknown or Not ""Stated"	"Unk"	34""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2019"	"2019"	"8th grade or ""less"	"1"	179""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2019"	"2019"	"9th through 12th grade with no ""diploma"	"2"	829""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2019"	"2019"	"High school graduate or GED ""completed"	"3"	3176""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2019"	"2019"	"Some college credit, but not a ""degree"	"4"	2864""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2019"	"2019"	"Associate degree (AA, ""AS)"	"5"	1925""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2019"	"2019"	"Bachelor's degree (BA, AB, ""BS)"	"6"	1929""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2019"	"2019"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	596""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2019"	"2019"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	133""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2019"	"2019"	"Unknown or Not ""Stated"	"Unk"	32""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2020"	"2020"	"8th grade or ""less"	"1"	175""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2020"	"2020"	"9th through 12th grade with no ""diploma"	"2"	723""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2020"	"2020"	"High school graduate or GED ""completed"	"3"	3299""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2020"	"2020"	"Some college credit, but not a ""degree"	"4"	2642""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2020"	"2020"	"Associate degree (AA, ""AS)"	"5"	1814""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2020"	"2020"	"Bachelor's degree (BA, AB, ""BS)"	"6"	1907""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2020"	"2020"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	663""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2020"	"2020"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	106""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2020"	"2020"	"Unknown or Not ""Stated"	"Unk"	27""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2021"	"2021"	"8th grade or ""less"	"1"	143""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2021"	"2021"	"9th through 12th grade with no ""diploma"	"2"	685""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2021"	"2021"	"High school graduate or GED ""completed"	"3"	3136""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2021"	"2021"	"Some college credit, but not a ""degree"	"4"	2415""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2021"	"2021"	"Associate degree (AA, ""AS)"	"5"	1894""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2021"	"2021"	"Bachelor's degree (BA, AB, ""BS)"	"6"	2038""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2021"	"2021"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	688""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2021"	"2021"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	121""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2021"	"2021"	"Unknown or Not ""Stated"	"Unk"	33""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2022"	"2022"	"8th grade or ""less"	"1"	160""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2022"	"2022"	"9th through 12th grade with no ""diploma"	"2"	647""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2022"	"2022"	"High school graduate or GED ""completed"	"3"	3092""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2022"	"2022"	"Some college credit, but not a ""degree"	"4"	2206""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2022"	"2022"	"Associate degree (AA, ""AS)"	"5"	1804""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2022"	"2022"	"Bachelor's degree (BA, AB, ""BS)"	"6"	2021""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2022"	"2022"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	625""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2022"	"2022"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	140""
	"Mississippi"	"28"	"25-29 years"	"25-29"	"2022"	"2022"	"Unknown or Not ""Stated"	"Unk"	13""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2016"	"2016"	"8th grade or ""less"	"1"	185""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2016"	"2016"	"9th through 12th grade with no ""diploma"	"2"	471""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2016"	"2016"	"High school graduate or GED ""completed"	"3"	1386""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2016"	"2016"	"Some college credit, but not a ""degree"	"4"	1445""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2016"	"2016"	"Associate degree (AA, ""AS)"	"5"	1151""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2016"	"2016"	"Bachelor's degree (BA, AB, ""BS)"	"6"	1790""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2016"	"2016"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	957""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2016"	"2016"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	265""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2016"	"2016"	"Unknown or Not ""Stated"	"Unk"	13""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2017"	"2017"	"8th grade or ""less"	"1"	148""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2017"	"2017"	"9th through 12th grade with no ""diploma"	"2"	461""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2017"	"2017"	"High school graduate or GED ""completed"	"3"	1369""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2017"	"2017"	"Some college credit, but not a ""degree"	"4"	1491""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2017"	"2017"	"Associate degree (AA, ""AS)"	"5"	1148""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2017"	"2017"	"Bachelor's degree (BA, AB, ""BS)"	"6"	1738""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2017"	"2017"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	888""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2017"	"2017"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	326""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2017"	"2017"	"Unknown or Not ""Stated"	"Unk"	11""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2018"	"2018"	"8th grade or ""less"	"1"	157""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2018"	"2018"	"9th through 12th grade with no ""diploma"	"2"	461""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2018"	"2018"	"High school graduate or GED ""completed"	"3"	1400""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2018"	"2018"	"Some college credit, but not a ""degree"	"4"	1476""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2018"	"2018"	"Associate degree (AA, ""AS)"	"5"	1119""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2018"	"2018"	"Bachelor's degree (BA, AB, ""BS)"	"6"	1695""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2018"	"2018"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	968""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2018"	"2018"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	274""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2018"	"2018"	"Unknown or Not ""Stated"	"Unk"	11""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2019"	"2019"	"8th grade or ""less"	"1"	166""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2019"	"2019"	"9th through 12th grade with no ""diploma"	"2"	444""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2019"	"2019"	"High school graduate or GED ""completed"	"3"	1434""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2019"	"2019"	"Some college credit, but not a ""degree"	"4"	1552""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2019"	"2019"	"Associate degree (AA, ""AS)"	"5"	1157""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2019"	"2019"	"Bachelor's degree (BA, AB, ""BS)"	"6"	1701""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2019"	"2019"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	969""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2019"	"2019"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	307""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2019"	"2019"	"Unknown or Not ""Stated"	"Unk"	23""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2020"	"2020"	"8th grade or ""less"	"1"	150""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2020"	"2020"	"9th through 12th grade with no ""diploma"	"2"	463""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2020"	"2020"	"High school graduate or GED ""completed"	"3"	1572""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2020"	"2020"	"Some college credit, but not a ""degree"	"4"	1477""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2020"	"2020"	"Associate degree (AA, ""AS)"	"5"	1132""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2020"	"2020"	"Bachelor's degree (BA, AB, ""BS)"	"6"	1628""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2020"	"2020"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	952""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2020"	"2020"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	277""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2020"	"2020"	"Unknown or Not ""Stated"	"Unk"	10""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2021"	"2021"	"8th grade or ""less"	"1"	165""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2021"	"2021"	"9th through 12th grade with no ""diploma"	"2"	439""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2021"	"2021"	"High school graduate or GED ""completed"	"3"	1589""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2021"	"2021"	"Some college credit, but not a ""degree"	"4"	1529""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2021"	"2021"	"Associate degree (AA, ""AS)"	"5"	1217""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2021"	"2021"	"Bachelor's degree (BA, AB, ""BS)"	"6"	1678""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2021"	"2021"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	967""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2021"	"2021"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	279""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2021"	"2021"	"Unknown or Not ""Stated"	"Unk"	21""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2022"	"2022"	"8th grade or ""less"	"1"	131""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2022"	"2022"	"9th through 12th grade with no ""diploma"	"2"	452""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2022"	"2022"	"High school graduate or GED ""completed"	"3"	1689""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2022"	"2022"	"Some college credit, but not a ""degree"	"4"	1433""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2022"	"2022"	"Associate degree (AA, ""AS)"	"5"	1213""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2022"	"2022"	"Bachelor's degree (BA, AB, ""BS)"	"6"	1685""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2022"	"2022"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	935""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2022"	"2022"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	291""
	"Mississippi"	"28"	"30-34 years"	"30-34"	"2022"	"2022"	"Unknown or Not ""Stated"	"Unk"	21""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2016"	"2016"	"8th grade or ""less"	"1"	83""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2016"	"2016"	"9th through 12th grade with no ""diploma"	"2"	183""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2016"	"2016"	"High school graduate or GED ""completed"	"3"	552""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2016"	"2016"	"Some college credit, but not a ""degree"	"4"	579""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2016"	"2016"	"Associate degree (AA, ""AS)"	"5"	452""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2016"	"2016"	"Bachelor's degree (BA, AB, ""BS)"	"6"	693""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2016"	"2016"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	459""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2016"	"2016"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	159""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2016"	"2016"	"Unknown or Not ""Stated"	"Unk"	13""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2017"	"2017"	"8th grade or ""less"	"1"	93""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2017"	"2017"	"9th through 12th grade with no ""diploma"	"2"	194""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2017"	"2017"	"High school graduate or GED ""completed"	"3"	544""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2017"	"2017"	"Some college credit, but not a ""degree"	"4"	573""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2017"	"2017"	"Associate degree (AA, ""AS)"	"5"	446""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2017"	"2017"	"Bachelor's degree (BA, AB, ""BS)"	"6"	700""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2017"	"2017"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	415""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2017"	"2017"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	151""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2018"	"2018"	"8th grade or ""less"	"1"	97""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2018"	"2018"	"9th through 12th grade with no ""diploma"	"2"	197""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2018"	"2018"	"High school graduate or GED ""completed"	"3"	521""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2018"	"2018"	"Some college credit, but not a ""degree"	"4"	574""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2018"	"2018"	"Associate degree (AA, ""AS)"	"5"	465""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2018"	"2018"	"Bachelor's degree (BA, AB, ""BS)"	"6"	746""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2018"	"2018"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	469""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2018"	"2018"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	163""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2019"	"2019"	"8th grade or ""less"	"1"	89""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2019"	"2019"	"9th through 12th grade with no ""diploma"	"2"	215""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2019"	"2019"	"High school graduate or GED ""completed"	"3"	613""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2019"	"2019"	"Some college credit, but not a ""degree"	"4"	593""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2019"	"2019"	"Associate degree (AA, ""AS)"	"5"	435""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2019"	"2019"	"Bachelor's degree (BA, AB, ""BS)"	"6"	717""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2019"	"2019"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	474""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2019"	"2019"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	153""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2019"	"2019"	"Unknown or Not ""Stated"	"Unk"	10""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2020"	"2020"	"8th grade or ""less"	"1"	89""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2020"	"2020"	"9th through 12th grade with no ""diploma"	"2"	164""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2020"	"2020"	"High school graduate or GED ""completed"	"3"	568""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2020"	"2020"	"Some college credit, but not a ""degree"	"4"	554""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2020"	"2020"	"Associate degree (AA, ""AS)"	"5"	427""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2020"	"2020"	"Bachelor's degree (BA, AB, ""BS)"	"6"	686""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2020"	"2020"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	452""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2020"	"2020"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	155""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2021"	"2021"	"8th grade or ""less"	"1"	102""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2021"	"2021"	"9th through 12th grade with no ""diploma"	"2"	205""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2021"	"2021"	"High school graduate or GED ""completed"	"3"	576""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2021"	"2021"	"Some college credit, but not a ""degree"	"4"	529""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2021"	"2021"	"Associate degree (AA, ""AS)"	"5"	429""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2021"	"2021"	"Bachelor's degree (BA, AB, ""BS)"	"6"	693""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2021"	"2021"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	469""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2021"	"2021"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	158""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2021"	"2021"	"Unknown or Not ""Stated"	"Unk"	17""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2022"	"2022"	"8th grade or ""less"	"1"	106""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2022"	"2022"	"9th through 12th grade with no ""diploma"	"2"	161""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2022"	"2022"	"High school graduate or GED ""completed"	"3"	603""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2022"	"2022"	"Some college credit, but not a ""degree"	"4"	577""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2022"	"2022"	"Associate degree (AA, ""AS)"	"5"	455""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2022"	"2022"	"Bachelor's degree (BA, AB, ""BS)"	"6"	729""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2022"	"2022"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	458""
	"Mississippi"	"28"	"35-39 years"	"35-39"	"2022"	"2022"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	179""
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2016"	"2016"	"8th grade or ""less"	"1"	23""
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2016"	"2016"	"9th through 12th grade with no ""diploma"	"2"	21""
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2016"	"2016"	"High school graduate or GED ""completed"	"3"	95""
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2016"	"2016"	"Some college credit, but not a ""degree"	"4"	81""
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2016"	"2016"	"Associate degree (AA, ""AS)"	"5"	75""
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2016"	"2016"	"Bachelor's degree (BA, AB, ""BS)"	"6"	109""
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2016"	"2016"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	57""
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2016"	"2016"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	27""
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2017"	"2017"	"8th grade or ""less"	"1"	19""
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2017"	"2017"	"9th through 12th grade with no ""diploma"	"2"	39""
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2017"	"2017"	"High school graduate or GED ""completed"	"3"	100""
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2017"	"2017"	"Some college credit, but not a ""degree"	"4"	104""
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2017"	"2017"	"Associate degree (AA, ""AS)"	"5"	75""
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2017"	"2017"	"Bachelor's degree (BA, AB, ""BS)"	"6"	117""
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2017"	"2017"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	72""
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2017"	"2017"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	26""
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2018"	"2018"	"8th grade or ""less"	"1"	22""
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2018"	"2018"	"9th through 12th grade with no ""diploma"	"2"	36""
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2018"	"2018"	"High school graduate or GED ""completed"	"3"	95""
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2018"	"2018"	"Some college credit, but not a ""degree"	"4"	112""
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2018"	"2018"	"Associate degree (AA, ""AS)"	"5"	78""
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2018"	"2018"	"Bachelor's degree (BA, AB, ""BS)"	"6"	110""
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2018"	"2018"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	76""
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2018"	"2018"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	29""
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2019"	"2019"	"8th grade or ""less"	"1"	25""
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2019"	"2019"	"9th through 12th grade with no ""diploma"	"2"	38""
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2019"	"2019"	"High school graduate or GED ""completed"	"3"	97""
	"Mississippi"	"28"	"40-44 years"	"40-44"	"2019"	"2019"	"Some college credit, but not a ""degree"	"4"	97""
