"Notes"	"State"	"State Code"	"Year of Death"	"Year of Death Code"	"Mother's Education"	"Mother's Education Code"	Deaths	Births	Death Rate
	"North Dakota"	"38"	"2016"	"2016"	"8th grade or less"	"1"	Suppressed	170	Suppressed
	"North Dakota"	"38"	"2016"	"2016"	"9th through 12th grade with no diploma"	"2"	11	828	13.29 (Unreliable)
	"North Dakota"	"38"	"2016"	"2016"	"High school graduate or GED completed"	"3"	18	2214	8.13 (Unreliable)
	"North Dakota"	"38"	"2016"	"2016"	"Some college credit, but not a degree"	"4"	12	2425	4.95 (Unreliable)
	"North Dakota"	"38"	"2016"	"2016"	"Associate degree (AA, AS)"	"5"	11	1539	7.15 (Unreliable)
	"North Dakota"	"38"	"2016"	"2016"	"Bachelor's degree (BA, AB, BS)"	"6"	Suppressed	2984	Suppressed
	"North Dakota"	"38"	"2016"	"2016"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	Suppressed	783	Suppressed
	"North Dakota"	"38"	"2016"	"2016"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	288	Suppressed
	"North Dakota"	"38"	"2016"	"2016"	"Unknown or Not Stated"	"Unk"	Suppressed	152	Suppressed
	"North Dakota"	"38"	"2017"	"2017"	"8th grade or less"	"1"	Suppressed	140	Suppressed
	"North Dakota"	"38"	"2017"	"2017"	"9th through 12th grade with no diploma"	"2"	Suppressed	791	Suppressed
	"North Dakota"	"38"	"2017"	"2017"	"High school graduate or GED completed"	"3"	14	2099	6.67 (Unreliable)
	"North Dakota"	"38"	"2017"	"2017"	"Some college credit, but not a degree"	"4"	11	2247	4.90 (Unreliable)
	"North Dakota"	"38"	"2017"	"2017"	"Associate degree (AA, AS)"	"5"	Suppressed	1421	Suppressed
	"North Dakota"	"38"	"2017"	"2017"	"Bachelor's degree (BA, AB, BS)"	"6"	Suppressed	2810	Suppressed
	"North Dakota"	"38"	"2017"	"2017"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	Suppressed	783	Suppressed
	"North Dakota"	"38"	"2017"	"2017"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	303	Suppressed
	"North Dakota"	"38"	"2018"	"2018"	"8th grade or less"	"1"	Suppressed	113	Suppressed
	"North Dakota"	"38"	"2018"	"2018"	"9th through 12th grade with no diploma"	"2"	Suppressed	783	Suppressed
	"North Dakota"	"38"	"2018"	"2018"	"High school graduate or GED completed"	"3"	14	2160	6.48 (Unreliable)
	"North Dakota"	"38"	"2018"	"2018"	"Some college credit, but not a degree"	"4"	12	2118	5.67 (Unreliable)
	"North Dakota"	"38"	"2018"	"2018"	"Associate degree (AA, AS)"	"5"	Suppressed	1413	Suppressed
	"North Dakota"	"38"	"2018"	"2018"	"Bachelor's degree (BA, AB, BS)"	"6"	Suppressed	2793	Suppressed
	"North Dakota"	"38"	"2018"	"2018"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	Suppressed	776	Suppressed
	"North Dakota"	"38"	"2018"	"2018"	"Unknown or Not Stated"	"Unk"	Suppressed	134	Suppressed
	"North Dakota"	"38"	"2019"	"2019"	"8th grade or less"	"1"	Suppressed	119	Suppressed
	"North Dakota"	"38"	"2019"	"2019"	"9th through 12th grade with no diploma"	"2"	11	757	14.53 (Unreliable)
	"North Dakota"	"38"	"2019"	"2019"	"High school graduate or GED completed"	"3"	13	2168	6.00 (Unreliable)
	"North Dakota"	"38"	"2019"	"2019"	"Some college credit, but not a degree"	"4"	12	2144	5.60 (Unreliable)
	"North Dakota"	"38"	"2019"	"2019"	"Associate degree (AA, AS)"	"5"	10	1303	7.67 (Unreliable)
	"North Dakota"	"38"	"2019"	"2019"	"Bachelor's degree (BA, AB, BS)"	"6"	21	2676	7.85
	"North Dakota"	"38"	"2019"	"2019"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	Suppressed	855	Suppressed
	"North Dakota"	"38"	"2019"	"2019"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	293	Suppressed
	"North Dakota"	"38"	"2019"	"2019"	"Unknown or Not Stated"	"Unk"	Suppressed	139	Suppressed
	"North Dakota"	"38"	"2020"	"2020"	"8th grade or less"	"1"	Suppressed	108	Suppressed
	"North Dakota"	"38"	"2020"	"2020"	"9th through 12th grade with no diploma"	"2"	Suppressed	692	Suppressed
	"North Dakota"	"38"	"2020"	"2020"	"High school graduate or GED completed"	"3"	15	2144	7.00 (Unreliable)
	"North Dakota"	"38"	"2020"	"2020"	"Some college credit, but not a degree"	"4"	Suppressed	2018	Suppressed
	"North Dakota"	"38"	"2020"	"2020"	"Associate degree (AA, AS)"	"5"	Suppressed	1307	Suppressed
	"North Dakota"	"38"	"2020"	"2020"	"Bachelor's degree (BA, AB, BS)"	"6"	13	2569	5.06 (Unreliable)
	"North Dakota"	"38"	"2020"	"2020"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	Suppressed	799	Suppressed
	"North Dakota"	"38"	"2020"	"2020"	"Unknown or Not Stated"	"Unk"	Suppressed	148	Suppressed
	"North Dakota"	"38"	"2021"	"2021"	"9th through 12th grade with no diploma"	"2"	Suppressed	673	Suppressed
	"North Dakota"	"38"	"2021"	"2021"	"High school graduate or GED completed"	"3"	Suppressed	2070	Suppressed
	"North Dakota"	"38"	"2021"	"2021"	"Some college credit, but not a degree"	"4"	10	1914	5.22 (Unreliable)
	"North Dakota"	"38"	"2021"	"2021"	"Bachelor's degree (BA, AB, BS)"	"6"	Suppressed	2689	Suppressed
	"North Dakota"	"38"	"2021"	"2021"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	Suppressed	857	Suppressed
	"North Dakota"	"38"	"2021"	"2021"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	336	Suppressed
	"North Dakota"	"38"	"2021"	"2021"	"Unknown or Not Stated"	"Unk"	Suppressed	151	Suppressed
	"Ohio"	"39"	"2007"	"2007"	"8th grade or less"	"1"	43	5133	8.38
	"Ohio"	"39"	"2007"	"2007"	"9th through 12th grade with no diploma"	"2"	235	21187	11.09
	"Ohio"	"39"	"2007"	"2007"	"High school graduate or GED completed"	"3"	345	40684	8.48
	"Ohio"	"39"	"2007"	"2007"	"Some college credit, but not a degree"	"4"	236	31805	7.42
	"Ohio"	"39"	"2007"	"2007"	"Associate degree (AA, AS)"	"5"	77	11548	6.67
	"Ohio"	"39"	"2007"	"2007"	"Bachelor's degree (BA, AB, BS)"	"6"	105	25027	4.20
	"Ohio"	"39"	"2007"	"2007"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	47	10209	4.60
	"Ohio"	"39"	"2007"	"2007"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	12	2446	4.91 (Unreliable)
	"Ohio"	"39"	"2007"	"2007"	"Unknown or Not Stated"	"Unk"	72	2840	25.35
	"Ohio"	"39"	"2008"	"2008"	"8th grade or less"	"1"	34	5075	6.70
	"Ohio"	"39"	"2008"	"2008"	"9th through 12th grade with no diploma"	"2"	251	20848	12.04
	"Ohio"	"39"	"2008"	"2008"	"High school graduate or GED completed"	"3"	339	39368	8.61
	"Ohio"	"39"	"2008"	"2008"	"Some college credit, but not a degree"	"4"	236	31764	7.43
	"Ohio"	"39"	"2008"	"2008"	"Associate degree (AA, AS)"	"5"	67	11573	5.79
	"Ohio"	"39"	"2008"	"2008"	"Bachelor's degree (BA, AB, BS)"	"6"	102	24597	4.15
	"Ohio"	"39"	"2008"	"2008"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	43	10501	4.09
	"Ohio"	"39"	"2008"	"2008"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	2474	Suppressed
	"Ohio"	"39"	"2008"	"2008"	"Unknown or Not Stated"	"Unk"	67	2621	25.56
	"Ohio"	"39"	"2009"	"2009"	"8th grade or less"	"1"	35	5115	6.84
	"Ohio"	"39"	"2009"	"2009"	"9th through 12th grade with no diploma"	"2"	247	19896	12.41
	"Ohio"	"39"	"2009"	"2009"	"High school graduate or GED completed"	"3"	335	37143	9.02
	"Ohio"	"39"	"2009"	"2009"	"Some college credit, but not a degree"	"4"	260	31642	8.22
	"Ohio"	"39"	"2009"	"2009"	"Associate degree (AA, AS)"	"5"	61	11444	5.33
	"Ohio"	"39"	"2009"	"2009"	"Bachelor's degree (BA, AB, BS)"	"6"	98	23648	4.14
	"Ohio"	"39"	"2009"	"2009"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	33	10953	3.01
	"Ohio"	"39"	"2009"	"2009"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	10	2544	3.93 (Unreliable)
	"Ohio"	"39"	"2009"	"2009"	"Unknown or Not Stated"	"Unk"	37	2456	15.07
	"Ohio"	"39"	"2010"	"2010"	"8th grade or less"	"1"	43	4617	9.31
	"Ohio"	"39"	"2010"	"2010"	"9th through 12th grade with no diploma"	"2"	230	18118	12.69
	"Ohio"	"39"	"2010"	"2010"	"High school graduate or GED completed"	"3"	292	34109	8.56
	"Ohio"	"39"	"2010"	"2010"	"Some college credit, but not a degree"	"4"	222	31185	7.12
	"Ohio"	"39"	"2010"	"2010"	"Associate degree (AA, AS)"	"5"	63	11529	5.46
	"Ohio"	"39"	"2010"	"2010"	"Bachelor's degree (BA, AB, BS)"	"6"	96	23316	4.12
	"Ohio"	"39"	"2010"	"2010"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	52	11105	4.68
	"Ohio"	"39"	"2010"	"2010"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	15	2707	5.54 (Unreliable)
	"Ohio"	"39"	"2010"	"2010"	"Unknown or Not Stated"	"Unk"	62	2442	25.39
	"Ohio"	"39"	"2011"	"2011"	"8th grade or less"	"1"	31	4585	6.76
	"Ohio"	"39"	"2011"	"2011"	"9th through 12th grade with no diploma"	"2"	209	16734	12.49
	"Ohio"	"39"	"2011"	"2011"	"High school graduate or GED completed"	"3"	297	33206	8.94
	"Ohio"	"39"	"2011"	"2011"	"Some college credit, but not a degree"	"4"	247	31317	7.89
	"Ohio"	"39"	"2011"	"2011"	"Associate degree (AA, AS)"	"5"	81	11882	6.82
	"Ohio"	"39"	"2011"	"2011"	"Bachelor's degree (BA, AB, BS)"	"6"	115	23575	4.88
	"Ohio"	"39"	"2011"	"2011"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	59	11376	5.19
	"Ohio"	"39"	"2011"	"2011"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	11	2714	4.05 (Unreliable)
	"Ohio"	"39"	"2011"	"2011"	"Unknown or Not Stated"	"Unk"	51	2529	20.17
	"Ohio"	"39"	"2012"	"2012"	"8th grade or less"	"1"	36	4560	7.89
	"Ohio"	"39"	"2012"	"2012"	"9th through 12th grade with no diploma"	"2"	192	15936	12.05
	"Ohio"	"39"	"2012"	"2012"	"High school graduate or GED completed"	"3"	290	33382	8.69
	"Ohio"	"39"	"2012"	"2012"	"Some college credit, but not a degree"	"4"	223	31338	7.12
	"Ohio"	"39"	"2012"	"2012"	"Associate degree (AA, AS)"	"5"	77	12082	6.37
	"Ohio"	"39"	"2012"	"2012"	"Bachelor's degree (BA, AB, BS)"	"6"	96	23750	4.04
	"Ohio"	"39"	"2012"	"2012"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	58	11927	4.86
	"Ohio"	"39"	"2012"	"2012"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	12	2874	4.18 (Unreliable)
	"Ohio"	"39"	"2012"	"2012"	"Unknown or Not Stated"	"Unk"	50	2634	18.98
	"Ohio"	"39"	"2013"	"2013"	"8th grade or less"	"1"	30	4338	6.92
	"Ohio"	"39"	"2013"	"2013"	"9th through 12th grade with no diploma"	"2"	180	14929	12.06
	"Ohio"	"39"	"2013"	"2013"	"High school graduate or GED completed"	"3"	288	33972	8.48
	"Ohio"	"39"	"2013"	"2013"	"Some college credit, but not a degree"	"4"	248	31413	7.89
	"Ohio"	"39"	"2013"	"2013"	"Associate degree (AA, AS)"	"5"	86	12499	6.88
	"Ohio"	"39"	"2013"	"2013"	"Bachelor's degree (BA, AB, BS)"	"6"	91	24192	3.76
	"Ohio"	"39"	"2013"	"2013"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	41	11876	3.45
	"Ohio"	"39"	"2013"	"2013"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	3070	Suppressed
	"Ohio"	"39"	"2013"	"2013"	"Unknown or Not Stated"	"Unk"	46	2647	17.38
	"Ohio"	"39"	"2014"	"2014"	"8th grade or less"	"1"	37	4481	8.26
	"Ohio"	"39"	"2014"	"2014"	"9th through 12th grade with no diploma"	"2"	156	14384	10.85
	"Ohio"	"39"	"2014"	"2014"	"High school graduate or GED completed"	"3"	301	34748	8.66
	"Ohio"	"39"	"2014"	"2014"	"Some college credit, but not a degree"	"4"	212	31267	6.78
	"Ohio"	"39"	"2014"	"2014"	"Associate degree (AA, AS)"	"5"	79	12863	6.14
	"Ohio"	"39"	"2014"	"2014"	"Bachelor's degree (BA, AB, BS)"	"6"	97	25217	3.85
	"Ohio"	"39"	"2014"	"2014"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	46	12376	3.72
	"Ohio"	"39"	"2014"	"2014"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	12	3226	3.72 (Unreliable)
	"Ohio"	"39"	"2014"	"2014"	"Unknown or Not Stated"	"Unk"	18	905	19.89 (Unreliable)
	"Ohio"	"39"	"2015"	"2015"	"8th grade or less"	"1"	34	4543	7.48
	"Ohio"	"39"	"2015"	"2015"	"9th through 12th grade with no diploma"	"2"	167	13859	12.05
	"Ohio"	"39"	"2015"	"2015"	"High school graduate or GED completed"	"3"	300	34973	8.58
	"Ohio"	"39"	"2015"	"2015"	"Some college credit, but not a degree"	"4"	231	30579	7.55
	"Ohio"	"39"	"2015"	"2015"	"Associate degree (AA, AS)"	"5"	79	12994	6.08
	"Ohio"	"39"	"2015"	"2015"	"Bachelor's degree (BA, AB, BS)"	"6"	99	25568	3.87
	"Ohio"	"39"	"2015"	"2015"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	59	12567	4.69
	"Ohio"	"39"	"2015"	"2015"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	12	3187	3.77 (Unreliable)
	"Ohio"	"39"	"2015"	"2015"	"Unknown or Not Stated"	"Unk"	18	994	18.11 (Unreliable)
	"Ohio"	"39"	"2016"	"2016"	"8th grade or less"	"1"	34	4627	7.35
	"Ohio"	"39"	"2016"	"2016"	"9th through 12th grade with no diploma"	"2"	161	13799	11.67
	"Ohio"	"39"	"2016"	"2016"	"High school graduate or GED completed"	"3"	309	36228	8.53
	"Ohio"	"39"	"2016"	"2016"	"Some college credit, but not a degree"	"4"	234	28449	8.23
	"Ohio"	"39"	"2016"	"2016"	"Associate degree (AA, AS)"	"5"	90	12589	7.15
	"Ohio"	"39"	"2016"	"2016"	"Bachelor's degree (BA, AB, BS)"	"6"	104	26048	3.99
	"Ohio"	"39"	"2016"	"2016"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	57	12445	4.58
	"Ohio"	"39"	"2016"	"2016"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	15	3361	4.46 (Unreliable)
	"Ohio"	"39"	"2016"	"2016"	"Unknown or Not Stated"	"Unk"	21	539	38.96
	"Ohio"	"39"	"2017"	"2017"	"8th grade or less"	"1"	43	4819	8.92
	"Ohio"	"39"	"2017"	"2017"	"9th through 12th grade with no diploma"	"2"	148	13242	11.18
	"Ohio"	"39"	"2017"	"2017"	"High school graduate or GED completed"	"3"	349	37301	9.36
	"Ohio"	"39"	"2017"	"2017"	"Some college credit, but not a degree"	"4"	178	26806	6.64
	"Ohio"	"39"	"2017"	"2017"	"Associate degree (AA, AS)"	"5"	78	12616	6.18
	"Ohio"	"39"	"2017"	"2017"	"Bachelor's degree (BA, AB, BS)"	"6"	107	26013	4.11
	"Ohio"	"39"	"2017"	"2017"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	37	12254	3.02
	"Ohio"	"39"	"2017"	"2017"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	11	3387	3.25 (Unreliable)
	"Ohio"	"39"	"2017"	"2017"	"Unknown or Not Stated"	"Unk"	32	394	81.22
	"Ohio"	"39"	"2018"	"2018"	"8th grade or less"	"1"	35	4774	7.33
	"Ohio"	"39"	"2018"	"2018"	"9th through 12th grade with no diploma"	"2"	146	12633	11.56
	"Ohio"	"39"	"2018"	"2018"	"High school graduate or GED completed"	"3"	335	37813	8.86
	"Ohio"	"39"	"2018"	"2018"	"Some college credit, but not a degree"	"4"	188	25493	7.37
	"Ohio"	"39"	"2018"	"2018"	"Associate degree (AA, AS)"	"5"	66	12070	5.47
	"Ohio"	"39"	"2018"	"2018"	"Bachelor's degree (BA, AB, BS)"	"6"	88	26081	3.37
	"Ohio"	"39"	"2018"	"2018"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	46	12349	3.72
	"Ohio"	"39"	"2018"	"2018"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	11	3537	3.11 (Unreliable)
	"Ohio"	"39"	"2018"	"2018"	"Unknown or Not Stated"	"Unk"	22	384	57.29
	"Ohio"	"39"	"2019"	"2019"	"8th grade or less"	"1"	50	4795	10.43
	"Ohio"	"39"	"2019"	"2019"	"9th through 12th grade with no diploma"	"2"	140	12240	11.44
	"Ohio"	"39"	"2019"	"2019"	"High school graduate or GED completed"	"3"	330	38520	8.57
	"Ohio"	"39"	"2019"	"2019"	"Some college credit, but not a degree"	"4"	160	24688	6.48
	"Ohio"	"39"	"2019"	"2019"	"Associate degree (AA, AS)"	"5"	56	11968	4.68
	"Ohio"	"39"	"2019"	"2019"	"Bachelor's degree (BA, AB, BS)"	"6"	107	26014	4.11
	"Ohio"	"39"	"2019"	"2019"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	46	12372	3.72
	"Ohio"	"39"	"2019"	"2019"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	3415	Suppressed
	"Ohio"	"39"	"2019"	"2019"	"Unknown or Not Stated"	"Unk"	30	449	66.82
	"Ohio"	"39"	"2020"	"2020"	"8th grade or less"	"1"	35	4902	7.14
	"Ohio"	"39"	"2020"	"2020"	"9th through 12th grade with no diploma"	"2"	119	11256	10.57
	"Ohio"	"39"	"2020"	"2020"	"High school graduate or GED completed"	"3"	321	37407	8.58
	"Ohio"	"39"	"2020"	"2020"	"Some college credit, but not a degree"	"4"	159	22804	6.97
	"Ohio"	"39"	"2020"	"2020"	"Associate degree (AA, AS)"	"5"	60	11466	5.23
	"Ohio"	"39"	"2020"	"2020"	"Bachelor's degree (BA, AB, BS)"	"6"	88	25510	3.45
	"Ohio"	"39"	"2020"	"2020"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	36	11987	3.00
	"Ohio"	"39"	"2020"	"2020"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	10	3457	2.89 (Unreliable)
	"Ohio"	"39"	"2020"	"2020"	"Unknown or Not Stated"	"Unk"	36	402	89.55
	"Ohio"	"39"	"2021"	"2021"	"8th grade or less"	"1"	47	5060	9.29
	"Ohio"	"39"	"2021"	"2021"	"9th through 12th grade with no diploma"	"2"	140	10348	13.53
	"Ohio"	"39"	"2021"	"2021"	"High school graduate or GED completed"	"3"	300	37267	8.05
	"Ohio"	"39"	"2021"	"2021"	"Some college credit, but not a degree"	"4"	168	21817	7.70
	"Ohio"	"39"	"2021"	"2021"	"Associate degree (AA, AS)"	"5"	65	11650	5.58
	"Ohio"	"39"	"2021"	"2021"	"Bachelor's degree (BA, AB, BS)"	"6"	105	26962	3.89
	"Ohio"	"39"	"2021"	"2021"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	47	12615	3.73
	"Ohio"	"39"	"2021"	"2021"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	11	3621	3.04 (Unreliable)
	"Ohio"	"39"	"2021"	"2021"	"Unknown or Not Stated"	"Unk"	33	451	73.17
	"Oklahoma"	"40"	"2007"	"2007"	"Excluded"	"Exc"	463	55065	8.41
	"Oklahoma"	"40"	"2008"	"2008"	"Excluded"	"Exc"	394	54781	7.19
	"Oklahoma"	"40"	"2009"	"2009"	"Excluded"	"Exc"	431	54553	7.90
	"Oklahoma"	"40"	"2010"	"2010"	"Excluded"	"Exc"	399	53238	7.49
	"Oklahoma"	"40"	"2011"	"2011"	"8th grade or less"	"1"	14	1960	7.14 (Unreliable)
	"Oklahoma"	"40"	"2011"	"2011"	"9th through 12th grade with no diploma"	"2"	86	8412	10.22
	"Oklahoma"	"40"	"2011"	"2011"	"High school graduate or GED completed"	"3"	105	14466	7.26
	"Oklahoma"	"40"	"2011"	"2011"	"Some college credit, but not a degree"	"4"	92	12140	7.58
	"Oklahoma"	"40"	"2011"	"2011"	"Associate degree (AA, AS)"	"5"	21	3451	6.09
	"Oklahoma"	"40"	"2011"	"2011"	"Bachelor's degree (BA, AB, BS)"	"6"	28	8049	3.48
	"Oklahoma"	"40"	"2011"	"2011"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	11	2091	5.26 (Unreliable)
	"Oklahoma"	"40"	"2011"	"2011"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	710	Suppressed
	"Oklahoma"	"40"	"2011"	"2011"	"Unknown or Not Stated"	"Unk"	19	993	19.13 (Unreliable)
	"Oklahoma"	"40"	"2012"	"2012"	"8th grade or less"	"1"	10	1857	5.39 (Unreliable)
	"Oklahoma"	"40"	"2012"	"2012"	"9th through 12th grade with no diploma"	"2"	80	8175	9.79
	"Oklahoma"	"40"	"2012"	"2012"	"High school graduate or GED completed"	"3"	134	14732	9.10
	"Oklahoma"	"40"	"2012"	"2012"	"Some college credit, but not a degree"	"4"	90	12378	7.27
	"Oklahoma"	"40"	"2012"	"2012"	"Associate degree (AA, AS)"	"5"	28	3677	7.61
	"Oklahoma"	"40"	"2012"	"2012"	"Bachelor's degree (BA, AB, BS)"	"6"	24	7975	3.01
	"Oklahoma"	"40"	"2012"	"2012"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	17	2190	7.76 (Unreliable)
	"Oklahoma"	"40"	"2012"	"2012"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	740	Suppressed
	"Oklahoma"	"40"	"2012"	"2012"	"Unknown or Not Stated"	"Unk"	10	1027	9.74 (Unreliable)
	"Oklahoma"	"40"	"2013"	"2013"	"8th grade or less"	"1"	18	1847	9.75 (Unreliable)
	"Oklahoma"	"40"	"2013"	"2013"	"9th through 12th grade with no diploma"	"2"	71	7765	9.14
	"Oklahoma"	"40"	"2013"	"2013"	"High school graduate or GED completed"	"3"	128	14963	8.55
	"Oklahoma"	"40"	"2013"	"2013"	"Some college credit, but not a degree"	"4"	80	12582	6.36
	"Oklahoma"	"40"	"2013"	"2013"	"Associate degree (AA, AS)"	"5"	14	3742	3.74 (Unreliable)
	"Oklahoma"	"40"	"2013"	"2013"	"Bachelor's degree (BA, AB, BS)"	"6"	22	8317	2.65
	"Oklahoma"	"40"	"2013"	"2013"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	11	2365	4.65 (Unreliable)
	"Oklahoma"	"40"	"2013"	"2013"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	771	Suppressed
	"Oklahoma"	"40"	"2013"	"2013"	"Unknown or Not Stated"	"Unk"	13	1017	12.78 (Unreliable)
	"Oklahoma"	"40"	"2014"	"2014"	"8th grade or less"	"1"	14	1738	8.06 (Unreliable)
	"Oklahoma"	"40"	"2014"	"2014"	"9th through 12th grade with no diploma"	"2"	97	7634	12.71
	"Oklahoma"	"40"	"2014"	"2014"	"High school graduate or GED completed"	"3"	133	15136	8.79
	"Oklahoma"	"40"	"2014"	"2014"	"Some college credit, but not a degree"	"4"	98	12844	7.63
	"Oklahoma"	"40"	"2014"	"2014"	"Associate degree (AA, AS)"	"5"	19	3993	4.76 (Unreliable)
	"Oklahoma"	"40"	"2014"	"2014"	"Bachelor's degree (BA, AB, BS)"	"6"	46	8609	5.34
	"Oklahoma"	"40"	"2014"	"2014"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	Suppressed	2422	Suppressed
	"Oklahoma"	"40"	"2014"	"2014"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	807	Suppressed
	"Oklahoma"	"40"	"2014"	"2014"	"Unknown or Not Stated"	"Unk"	20	156	128.21
	"Oklahoma"	"40"	"2015"	"2015"	"8th grade or less"	"1"	Suppressed	1726	Suppressed
	"Oklahoma"	"40"	"2015"	"2015"	"9th through 12th grade with no diploma"	"2"	83	7357	11.28
	"Oklahoma"	"40"	"2015"	"2015"	"High school graduate or GED completed"	"3"	138	15154	9.11
	"Oklahoma"	"40"	"2015"	"2015"	"Some college credit, but not a degree"	"4"	80	12612	6.34
	"Oklahoma"	"40"	"2015"	"2015"	"Associate degree (AA, AS)"	"5"	13	4019	3.23 (Unreliable)
	"Oklahoma"	"40"	"2015"	"2015"	"Bachelor's degree (BA, AB, BS)"	"6"	32	8741	3.66
	"Oklahoma"	"40"	"2015"	"2015"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	15	2466	6.08 (Unreliable)
	"Oklahoma"	"40"	"2015"	"2015"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	886	Suppressed
	"Oklahoma"	"40"	"2015"	"2015"	"Unknown or Not Stated"	"Unk"	17	161	105.59 (Unreliable)
	"Oklahoma"	"40"	"2016"	"2016"	"8th grade or less"	"1"	11	1624	6.77 (Unreliable)
	"Oklahoma"	"40"	"2016"	"2016"	"9th through 12th grade with no diploma"	"2"	63	7170	8.79
	"Oklahoma"	"40"	"2016"	"2016"	"High school graduate or GED completed"	"3"	161	15319	10.51
	"Oklahoma"	"40"	"2016"	"2016"	"Some college credit, but not a degree"	"4"	86	12196	7.05
	"Oklahoma"	"40"	"2016"	"2016"	"Associate degree (AA, AS)"	"5"	18	3998	4.50 (Unreliable)
	"Oklahoma"	"40"	"2016"	"2016"	"Bachelor's degree (BA, AB, BS)"	"6"	31	8742	3.55
	"Oklahoma"	"40"	"2016"	"2016"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	10	2579	3.88 (Unreliable)
	"Oklahoma"	"40"	"2016"	"2016"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	Suppressed	832	Suppressed
